 PageNo, Speed, Length, RealPower, SetFrequency, SetDuty, SetPower, GateOnTime, WorkingTime
28,250,241.2,1678,1000,100,82,1154, 2022-08-03 11:19:13.901
29,250,241.1,1700,1000,100,83,1670, 2022-08-03 11:19:17.377
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 11:19:20.017
31,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:24.267
32,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:25.797
33,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:28.867
34,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:30.639
35,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:34.089
36,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:35.815
37,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:37.537
38,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:40.523
39,30,19.4,682,1000,100,38,650, 2022-08-03 11:19:42.007
1,250,241.1,1660,1000,100,82,1154, 2022-08-03 11:34:20.853
2,250,241.2,1685,1000,100,83,1670, 2022-08-03 11:34:24.161
3,250,241.1,1666,1000,100,82,1153, 2022-08-03 11:34:27.027
4,250,241.2,1690,1000,100,83,1670, 2022-08-03 11:34:30.247
5,250,241.1,1670,1000,100,82,1154, 2022-08-03 11:34:33.117
6,250,241.2,1693,1000,100,83,1670, 2022-08-03 11:34:36.353
7,250,241.1,1667,1000,100,82,1153, 2022-08-03 11:34:42.139
8,250,241.2,1693,1000,100,83,1670, 2022-08-03 11:34:45.323
9,250,241.1,1673,1000,100,82,1154, 2022-08-03 11:34:48.073
10,250,241.2,1695,1000,100,83,1670, 2022-08-03 11:34:51.363
11,250,241.1,1674,1000,100,82,1154, 2022-08-03 11:34:54.191
12,250,241.2,1697,1000,100,83,1670, 2022-08-03 11:34:57.467
13,30,19.4,680,1000,100,38,650, 2022-08-03 11:35:01.925
14,30,19.4,631,1000,100,35,650, 2022-08-03 11:35:03.643
15,30,19.4,680,1000,100,38,650, 2022-08-03 11:35:06.653
16,30,19.4,680,1000,100,38,650, 2022-08-03 11:35:10.087
17,30,19.4,680,1000,100,38,650, 2022-08-03 11:35:11.837
18,30,19.4,680,1000,100,38,650, 2022-08-03 11:35:13.549
19,250,241.1,1688,1000,100,83,1670, 2022-08-03 11:35:34.031
20,250,241.2,1670,1000,100,82,1154, 2022-08-03 11:35:36.589
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 11:35:40.013
22,250,241.2,1674,1000,100,82,1154, 2022-08-03 11:35:42.637
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 11:35:46.075
24,250,241.2,1677,1000,100,82,1154, 2022-08-03 11:35:48.711
25,250,241.1,1694,1000,100,83,1670, 2022-08-03 11:35:55.075
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 11:35:57.727
27,250,241.1,1698,1000,100,83,1670, 2022-08-03 11:36:01.143
28,250,241.2,1678,1000,100,82,1154, 2022-08-03 11:36:03.793
29,250,241.1,1699,1000,100,83,1670, 2022-08-03 11:36:07.287
30,250,241.2,1678,1000,100,82,1154, 2022-08-03 11:36:09.911
31,30,19.4,682,1000,100,38,650, 2022-08-03 11:36:14.235
32,30,19.4,682,1000,100,38,650, 2022-08-03 11:36:15.803
33,30,19.4,682,1000,100,38,650, 2022-08-03 11:36:18.871
34,30,19.4,682,1000,100,38,650, 2022-08-03 11:36:20.605
35,30,19.4,682,1000,100,38,650, 2022-08-03 11:36:24.073
36,30,19.4,682,1000,100,38,650, 2022-08-03 11:36:25.775
37,30,19.4,682,1000,100,38,650, 2022-08-03 11:36:27.507
38,30,19.4,682,1000,100,38,650, 2022-08-03 11:36:30.523
39,30,19.4,680,1000,100,38,650, 2022-08-03 11:36:32.005
1,250,241.1,1658,1000,100,82,1154, 2022-08-03 14:42:18.663
2,250,241.2,1684,1000,100,83,1670, 2022-08-03 14:42:21.861
3,250,241.1,1665,1000,100,82,1153, 2022-08-03 14:42:24.599
4,250,241.2,1689,1000,100,83,1670, 2022-08-03 14:42:27.841
5,250,241.1,1669,1000,100,82,1154, 2022-08-03 14:42:30.579
6,250,241.2,1692,1000,100,83,1670, 2022-08-03 14:42:33.867
7,250,241.1,1667,1000,100,82,1153, 2022-08-03 14:42:39.557
8,250,241.2,1692,1000,100,83,1670, 2022-08-03 14:42:42.775
9,250,241.1,1671,1000,100,82,1154, 2022-08-03 14:42:45.619
10,250,241.2,1694,1000,100,83,1670, 2022-08-03 14:42:48.875
11,250,241.1,1673,1000,100,82,1154, 2022-08-03 14:42:51.729
12,250,241.2,1695,1000,100,83,1670, 2022-08-03 14:42:54.993
13,30,19.4,680,1000,100,38,650, 2022-08-03 14:42:59.515
14,30,19.4,680,1000,100,38,650, 2022-08-03 14:43:01.237
15,30,19.4,680,1000,100,38,650, 2022-08-03 14:43:04.165
16,30,19.4,680,1000,100,38,650, 2022-08-03 14:43:07.589
17,30,19.4,680,1000,100,38,650, 2022-08-03 14:43:09.315
18,30,19.4,680,1000,100,38,650, 2022-08-03 14:43:11.037
19,250,241.1,1687,1000,100,83,1670, 2022-08-03 14:43:31.657
20,250,241.2,1669,1000,100,82,1154, 2022-08-03 14:43:34.270
21,250,241.1,1693,1000,100,83,1670, 2022-08-03 14:43:37.750
22,250,241.2,1673,1000,100,82,1154, 2022-08-03 14:43:40.454
23,250,241.1,1695,1000,100,83,1670, 2022-08-03 14:43:43.886
24,250,241.2,1674,1000,100,82,1154, 2022-08-03 14:43:46.532
25,250,241.1,1693,1000,100,83,1670, 2022-08-03 14:43:52.954
26,250,241.2,1674,1000,100,82,1154, 2022-08-03 14:43:55.538
27,250,241.1,1697,1000,100,83,1670, 2022-08-03 14:43:58.980
28,250,241.2,1675,1000,100,82,1154, 2022-08-03 14:44:01.644
29,250,241.1,1698,1000,100,83,1670, 2022-08-03 14:44:05.104
30,250,241.2,1677,1000,100,82,1154, 2022-08-03 14:44:07.704
31,30,19.4,682,1000,100,38,650, 2022-08-03 14:44:12.090
32,30,19.4,680,1000,100,38,650, 2022-08-03 14:44:13.582
33,30,19.4,680,1000,100,38,650, 2022-08-03 14:44:16.690
34,30,19.4,680,1000,100,38,650, 2022-08-03 14:44:18.454
35,30,19.4,680,1000,100,38,650, 2022-08-03 14:44:22.002
36,30,19.4,680,1000,100,38,650, 2022-08-03 14:44:23.700
37,30,19.4,680,1000,100,38,650, 2022-08-03 14:44:25.410
38,30,19.4,680,1000,100,38,650, 2022-08-03 14:44:28.450
39,30,19.4,680,1000,100,38,650, 2022-08-03 14:44:29.904
1,250,241.1,1662,1000,100,82,1154, 2022-08-03 14:45:30.556
2,250,241.2,1689,1000,100,83,1670, 2022-08-03 14:45:33.802
3,250,241.1,1670,1000,100,82,1153, 2022-08-03 14:45:36.596
4,250,241.2,1693,1000,100,83,1670, 2022-08-03 14:45:39.990
5,250,241.1,1671,1000,100,82,1154, 2022-08-03 14:45:42.784
6,250,241.2,1695,1000,100,83,1670, 2022-08-03 14:45:46.086
7,250,241.1,1670,1000,100,82,1153, 2022-08-03 14:45:51.892
8,250,241.2,1695,1000,100,83,1670, 2022-08-03 14:45:55.184
9,250,241.1,1674,1000,100,82,1154, 2022-08-03 14:45:58.012
10,250,241.2,1697,1000,100,83,1670, 2022-08-03 14:46:01.322
11,250,241.1,1677,1000,100,82,1154, 2022-08-03 14:46:04.104
12,250,241.2,1699,1000,100,83,1670, 2022-08-03 14:46:07.362
13,30,19.4,682,1000,100,38,650, 2022-08-03 14:46:11.848
14,30,19.4,682,1000,100,38,650, 2022-08-03 14:46:13.634
15,30,19.4,682,1000,100,38,650, 2022-08-03 14:46:16.566
16,30,19.4,682,1000,100,38,650, 2022-08-03 14:46:19.946
17,30,19.4,680,1000,100,38,650, 2022-08-03 14:46:21.662
18,30,19.4,680,1000,100,38,650, 2022-08-03 14:46:23.468
19,250,241.1,1689,1000,100,83,1670, 2022-08-03 14:46:45.134
20,250,241.2,1671,1000,100,82,1154, 2022-08-03 14:46:47.914
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 14:46:51.384
22,250,241.2,1674,1000,100,82,1154, 2022-08-03 14:46:54.144
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 14:46:57.550
24,250,241.2,1677,1000,100,82,1154, 2022-08-03 14:47:00.136
25,250,241.1,1695,1000,100,83,1670, 2022-08-03 14:47:06.602
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 14:47:09.190
27,250,241.1,1698,1000,100,83,1670, 2022-08-03 14:47:12.650
28,250,241.2,1678,1000,100,82,1154, 2022-08-03 14:47:15.188
29,250,241.1,1699,1000,100,83,1670, 2022-08-03 14:47:18.700
30,250,241.2,1678,1000,100,82,1154, 2022-08-03 14:47:21.296
31,30,19.4,682,1000,100,38,650, 2022-08-03 14:47:25.674
32,30,19.4,682,1000,100,38,650, 2022-08-03 14:47:27.236
33,30,19.4,682,1000,100,38,650, 2022-08-03 14:47:30.320
34,30,19.4,682,1000,100,38,650, 2022-08-03 14:47:32.064
35,30,19.4,682,1000,100,38,650, 2022-08-03 14:47:35.592
36,30,19.4,682,1000,100,38,650, 2022-08-03 14:47:37.324
37,30,19.4,680,1000,100,38,650, 2022-08-03 14:47:39.018
38,30,19.4,682,1000,100,38,650, 2022-08-03 14:47:42.012
39,30,19.4,680,1000,100,38,650, 2022-08-03 14:47:43.534
1,250,241.1,1661,1000,100,82,1154, 2022-08-03 14:49:29.254
2,250,241.2,1687,1000,100,83,1670, 2022-08-03 14:49:32.482
3,250,241.1,1667,1000,100,82,1153, 2022-08-03 14:49:35.302
4,250,241.2,1692,1000,100,83,1670, 2022-08-03 14:49:38.560
5,250,241.1,1671,1000,100,82,1154, 2022-08-03 14:49:41.322
6,250,241.2,1694,1000,100,83,1670, 2022-08-03 14:49:44.566
7,250,241.1,1669,1000,100,82,1153, 2022-08-03 14:49:50.282
8,250,241.2,1694,1000,100,83,1670, 2022-08-03 14:49:53.584
9,250,241.1,1673,1000,100,82,1154, 2022-08-03 14:49:56.428
10,250,241.2,1697,1000,100,83,1670, 2022-08-03 14:49:59.666
11,250,241.1,1675,1000,100,82,1154, 2022-08-03 14:50:02.398
12,250,241.2,1698,1000,100,83,1670, 2022-08-03 14:50:05.660
13,30,19.4,682,1000,100,38,650, 2022-08-03 14:50:10.220
14,30,19.4,680,1000,100,38,650, 2022-08-03 14:50:11.876
15,30,19.4,682,1000,100,38,650, 2022-08-03 14:50:14.870
16,30,19.4,680,1000,100,38,650, 2022-08-03 14:50:18.284
17,30,19.4,680,1000,100,38,650, 2022-08-03 14:50:20.058
18,30,19.4,680,1000,100,38,650, 2022-08-03 14:50:21.856
19,250,241.1,1688,1000,100,83,1670, 2022-08-03 14:50:42.853
20,250,241.2,1670,1000,100,82,1154, 2022-08-03 14:50:45.547
21,250,241.1,1694,1000,100,83,1670, 2022-08-03 14:50:48.975
22,250,241.2,1673,1000,100,82,1154, 2022-08-03 14:50:51.665
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 14:50:55.171
24,250,241.2,1675,1000,100,82,1154, 2022-08-03 14:50:57.863
25,250,241.1,1694,1000,100,83,1670, 2022-08-03 14:51:04.585
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 14:51:07.271
27,250,241.1,1698,1000,100,83,1670, 2022-08-03 14:51:10.763
28,250,241.2,1677,1000,100,82,1154, 2022-08-03 14:51:13.395
29,250,241.1,1699,1000,100,83,1670, 2022-08-03 14:51:16.939
30,250,241.2,1678,1000,100,82,1154, 2022-08-03 14:51:19.609
31,30,19.4,682,1000,100,38,650, 2022-08-03 14:51:23.917
32,30,19.4,680,1000,100,38,650, 2022-08-03 14:51:25.375
33,30,19.4,682,1000,100,38,650, 2022-08-03 14:51:28.499
34,30,19.4,680,1000,100,38,650, 2022-08-03 14:51:30.275
35,30,19.4,682,1000,100,38,650, 2022-08-03 14:51:33.793
36,30,19.4,680,1000,100,38,650, 2022-08-03 14:51:35.481
37,30,19.4,680,1000,100,38,650, 2022-08-03 14:51:37.199
38,30,19.4,682,1000,100,38,650, 2022-08-03 14:51:40.231
39,30,19.4,680,1000,100,38,650, 2022-08-03 14:51:41.711
1,250,241.1,1658,1000,100,82,1154, 2022-08-03 15:01:26.276
2,250,241.2,1684,1000,100,83,1670, 2022-08-03 15:01:29.646
3,250,241.1,1666,1000,100,82,1153, 2022-08-03 15:01:32.406
4,250,241.2,1689,1000,100,83,1670, 2022-08-03 15:01:35.676
5,250,241.1,1669,1000,100,82,1154, 2022-08-03 15:01:38.532
6,250,241.2,1693,1000,100,83,1670, 2022-08-03 15:01:41.676
7,250,241.1,1667,1000,100,82,1153, 2022-08-03 15:01:47.460
8,250,241.2,1692,1000,100,83,1670, 2022-08-03 15:01:50.754
9,250,241.1,1671,1000,100,82,1154, 2022-08-03 15:01:53.612
10,250,241.2,1694,1000,100,83,1670, 2022-08-03 15:01:56.824
11,250,241.1,1674,1000,100,82,1154, 2022-08-03 15:01:59.582
12,250,241.2,1695,1000,100,83,1670, 2022-08-03 15:02:02.940
13,30,19.4,680,1000,100,38,650, 2022-08-03 15:02:07.348
14,30,19.4,680,1000,100,38,650, 2022-08-03 15:02:09.038
15,30,19.4,680,1000,100,38,650, 2022-08-03 15:02:11.944
16,30,19.4,680,1000,100,38,650, 2022-08-03 15:02:15.266
17,30,19.4,680,1000,100,38,650, 2022-08-03 15:02:17.064
18,30,19.4,680,1000,100,38,650, 2022-08-03 15:02:18.852
19,250,241.1,1687,1000,100,83,1670, 2022-08-03 15:02:39.908
20,250,241.2,1670,1000,100,82,1154, 2022-08-03 15:02:42.498
21,250,241.1,1693,1000,100,83,1670, 2022-08-03 15:02:45.992
22,250,241.2,1673,1000,100,82,1154, 2022-08-03 15:02:48.644
23,250,241.1,1695,1000,100,83,1670, 2022-08-03 15:02:52.052
24,250,241.2,1675,1000,100,82,1154, 2022-08-03 15:02:54.642
25,250,241.1,1694,1000,100,83,1670, 2022-08-03 15:03:01.044
26,250,241.2,1674,1000,100,82,1154, 2022-08-03 15:03:03.738
27,250,241.1,1697,1000,100,83,1670, 2022-08-03 15:03:07.196
28,250,241.2,1677,1000,100,82,1154, 2022-08-03 15:03:09.846
29,250,241.1,1699,1000,100,83,1670, 2022-08-03 15:03:13.300
30,250,241.2,1678,1000,100,82,1154, 2022-08-03 15:03:15.924
31,30,19.4,682,1000,100,38,650, 2022-08-03 15:03:20.348
32,30,19.4,680,1000,100,38,650, 2022-08-03 15:03:21.824
33,30,19.4,682,1000,100,38,650, 2022-08-03 15:03:24.902
34,30,19.4,680,1000,100,38,650, 2022-08-03 15:03:26.630
35,30,19.4,680,1000,100,38,650, 2022-08-03 15:03:30.078
36,30,19.4,680,1000,100,38,650, 2022-08-03 15:03:31.780
37,30,19.4,680,1000,100,38,650, 2022-08-03 15:03:33.526
38,30,19.4,682,1000,100,38,650, 2022-08-03 15:03:36.522
39,30,19.4,680,1000,100,38,650, 2022-08-03 15:03:37.986
1,250,241.1,1663,1000,100,82,1154, 2022-08-03 15:04:25.868
2,250,241.2,1689,1000,100,83,1670, 2022-08-03 15:04:29.170
3,250,241.1,1670,1000,100,82,1153, 2022-08-03 15:04:32.018
4,250,241.2,1694,1000,100,83,1670, 2022-08-03 15:04:35.320
5,250,241.1,1673,1000,100,82,1154, 2022-08-03 15:04:38.096
6,250,241.2,1697,1000,100,83,1670, 2022-08-03 15:04:41.350
7,250,241.1,1670,1000,100,82,1153, 2022-08-03 15:04:47.067
8,250,241.2,1695,1000,100,83,1670, 2022-08-03 15:04:50.457
9,250,241.1,1675,1000,100,82,1154, 2022-08-03 15:04:53.283
10,250,241.2,1698,1000,100,83,1670, 2022-08-03 15:04:56.547
11,250,241.1,1677,1000,100,82,1154, 2022-08-03 15:04:59.435
12,250,241.2,1699,1000,100,83,1670, 2022-08-03 15:05:02.631
13,30,19.4,682,1000,100,38,650, 2022-08-03 15:05:07.145
14,30,19.4,682,1000,100,38,650, 2022-08-03 15:05:08.947
15,30,19.4,682,1000,100,38,650, 2022-08-03 15:05:11.857
16,30,19.4,682,1000,100,38,650, 2022-08-03 15:05:15.159
17,30,19.4,680,1000,100,38,650, 2022-08-03 15:05:16.817
18,30,19.4,680,1000,100,38,650, 2022-08-03 15:05:18.521
19,250,241.1,1689,1000,100,83,1670, 2022-08-03 15:05:39.767
20,250,241.2,1671,1000,100,82,1154, 2022-08-03 15:05:42.535
21,250,241.1,1695,1000,100,83,1670, 2022-08-03 15:05:45.957
22,250,241.2,1675,1000,100,82,1154, 2022-08-03 15:05:48.629
23,250,241.1,1697,1000,100,83,1670, 2022-08-03 15:05:52.063
24,250,241.2,1677,1000,100,82,1154, 2022-08-03 15:05:54.697
25,250,241.1,1695,1000,100,83,1670, 2022-08-03 15:06:01.313
26,250,241.2,1675,1000,100,82,1154, 2022-08-03 15:06:03.927
27,250,241.1,1699,1000,100,83,1670, 2022-08-03 15:06:07.345
28,250,241.2,1678,1000,100,82,1154, 2022-08-03 15:06:10.051
29,250,241.1,1700,1000,100,83,1670, 2022-08-03 15:06:13.533
30,250,241.2,1679,1000,100,82,1154, 2022-08-03 15:06:16.103
31,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:20.431
32,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:21.915
33,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:24.993
34,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:26.765
35,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:30.315
36,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:31.999
37,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:33.745
38,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:36.723
39,30,19.4,682,1000,100,38,650, 2022-08-03 15:06:38.211
1,250,241.1,1658,1000,100,82,1154, 2022-08-03 15:14:59.436
2,250,241.2,1684,1000,100,83,1670, 2022-08-03 15:15:02.748
3,250,241.1,1666,1000,100,82,1153, 2022-08-03 15:15:05.480
4,250,241.2,1689,1000,100,83,1670, 2022-08-03 15:15:08.750
5,250,241.1,1669,1000,100,82,1154, 2022-08-03 15:15:11.608
6,250,241.2,1692,1000,100,83,1670, 2022-08-03 15:15:14.878
7,250,241.1,1667,1000,100,82,1153, 2022-08-03 15:15:20.634
8,250,241.2,1693,1000,100,83,1670, 2022-08-03 15:15:23.842
9,250,241.1,1671,1000,100,82,1154, 2022-08-03 15:15:26.596
10,250,241.2,1694,1000,100,83,1670, 2022-08-03 15:15:29.876
11,250,241.1,1673,1000,100,82,1154, 2022-08-03 15:15:32.666
12,250,241.2,1697,1000,100,83,1670, 2022-08-03 15:15:35.960
13,30,19.4,680,1000,100,38,650, 2022-08-03 15:15:40.492
14,30,19.4,680,1000,100,38,650, 2022-08-03 15:15:42.222
15,30,19.4,680,1000,100,38,650, 2022-08-03 15:15:45.134
16,30,19.4,680,1000,100,38,650, 2022-08-03 15:15:48.450
17,30,19.4,680,1000,100,38,650, 2022-08-03 15:15:50.130
18,30,19.4,680,1000,100,38,650, 2022-08-03 15:15:51.838
19,250,241.1,1687,1000,100,83,1670, 2022-08-03 15:16:13.012
20,250,241.2,1669,1000,100,82,1154, 2022-08-03 15:16:15.656
21,250,241.1,1693,1000,100,83,1670, 2022-08-03 15:16:19.180
22,250,241.2,1673,1000,100,82,1154, 2022-08-03 15:16:21.840
23,250,241.1,1695,1000,100,83,1670, 2022-08-03 15:16:25.298
24,250,241.2,1675,1000,100,82,1154, 2022-08-03 15:16:27.990
25,250,241.1,1694,1000,100,83,1670, 2022-08-03 15:16:34.558
26,250,241.2,1674,1000,100,82,1154, 2022-08-03 15:16:37.248
27,250,241.1,1697,1000,100,83,1670, 2022-08-03 15:16:40.754
28,250,241.2,1677,1000,100,82,1154, 2022-08-03 15:16:43.442
29,250,241.1,1698,1000,100,83,1670, 2022-08-03 15:16:46.976
30,250,241.2,1677,1000,100,82,1154, 2022-08-03 15:16:49.620
31,30,19.4,682,1000,100,38,650, 2022-08-03 15:16:53.870
32,30,19.4,680,1000,100,38,650, 2022-08-03 15:16:55.492
33,30,19.4,680,1000,100,38,650, 2022-08-03 15:16:58.588
34,30,19.4,680,1000,100,38,650, 2022-08-03 15:17:00.336
35,30,19.4,680,1000,100,38,650, 2022-08-03 15:17:03.788
36,30,19.4,680,1000,100,38,650, 2022-08-03 15:17:05.524
37,30,19.4,680,1000,100,38,650, 2022-08-03 15:17:07.228
38,30,19.4,680,1000,100,38,650, 2022-08-03 15:17:10.202
39,30,19.4,680,1000,100,38,650, 2022-08-03 15:17:11.706
